pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"ger;subst";"NONENONEsubstpraetsubst;adjsubstprepsubstsubst";"odstąpić;negocjator";"NONE;NONE;fotyga;wykluczyć;możliwość;polski;negocjator;od;postulat;zmiana";"odstąpienia;negocjatorów";"NONE;NONE;Fotyga;wykluczyła;możliwość;polskich;negocjatorów;od;postulatu;zmiany";"sg;pl";"sgsgsg;plpl_sgsg";"gen;gen";"nom_acc;gengengengengen";"n;m1";"fff;m1m1_m3f";2;adj;chunk_np;"NONE_subsumed:SocialRole;subsumed:Human";"NONE;13173";"NONE_subsumed:SocialRole;subsumed:Human";"NONE;13173";"NONENONEsubstpraetsubst;adjsubstprepsubstsubst";"NONE;NONE;fotyga;wykluczyć;możliwość;polski;negocjator;od;postulat;zmiana";"NONE;NONE;Fotyga;wykluczyła;możliwość;polskich;negocjatorów;od;postulatu;zmiany";"sgsgsg;plpl_sgsg";"nom_acc;gengengengengen";"fff;m1m1_m3f";"NONENONEsubstpraetsubst;adjsubstprepsubstsubst";"NONE;NONE;fotyga;wykluczyć;możliwość;polski;negocjator;od;postulat;zmiana";"NONE;NONE;Fotyga;wykluczyła;możliwość;polskich;negocjatorów;od;postulatu;zmiany";"sgsgsg;plpl_sgsg";"nom_acc;gengengengengen";"fff;m1m1_m3f";"NONE;13173";"0;0";"0;1";"actor;agent"
"subst;subst";"geradjsubstprepsubst;substgersubstprepsubst";"zmiana;system";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"zmiany;systemu";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sg;sg";"sgplpl_sg;sgsgpl_sg";"gen;gen";"gengengengengen;gengengenlocloc";"f;m3";"nm1m1_m3;m3nm3_f";1;;chunk_np;"subsumed:Process_subsumed:PsychologicalAttribute;subsumed:Procedure";"6561;103019";"subsumed:Process_subsumed:PsychologicalAttribute;subsumed:Procedure";"6561;103019";"geradjsubstprepsubst;substgersubstprepsubst";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sgplpl_sg;sgsgpl_sg";"gengengengengen;gengengenlocloc";"nm1m1_m3;m3nm3_f";"geradjsubstprepsubst;substgersubstprepsubst";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sgplpl_sg;sgsgpl_sg";"gengengengengen;gengengenlocloc";"nm1m1_m3;m3nm3_f";"6561;103019";"0;0";"1;0";"undergoer;patient"
"subst;subst";"geradjsubstprepsubst;substgersubstprepsubst";"zmiana;system";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"zmiany;systemu";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sg;sg";"sgplpl_sg;sgsgpl_sg";"gen;gen";"gengengengengen;gengengenlocloc";"f;m3";"nm1m1_m3;m3nm3_f";1;;chunk_np;"subsumed:Process_subsumed:PsychologicalAttribute;subsumed:Procedure";"6561;103019";"subsumed:Process_subsumed:PsychologicalAttribute;subsumed:Procedure";"6561;103019";"geradjsubstprepsubst;substgersubstprepsubst";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sgplpl_sg;sgsgpl_sg";"gengengengengen;gengengenlocloc";"nm1m1_m3;m3nm3_f";"geradjsubstprepsubst;substgersubstprepsubst";"odstąpić;polski;negocjator;od;postulat;system;ważyć;głos;w;rada";"odstąpienia;polskich;negocjatorów;od;postulatu;systemu;ważenia;głosów;w;Radzie";"sgplpl_sg;sgsgpl_sg";"gengengengengen;gengengenlocloc";"nm1m1_m3;m3nm3_f";"6561;103019";"0;0";"1;0";"undergoer;patient"
"ger;subst";"substprepsubstsubstsubst;substprepsubstsubstprep";"ważyć;głos";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"ważenia;głosów";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"sg;pl";"pl_sgsgsg;pl_sgsg_";"gen;gen";"gengengengengen;genloclocgenacc";"n;m3";"m1_m3fm3;m3_ff_";1;;chunk_np;NONE_R:RadiatingSound;"NONE;27632";NONE_R:RadiatingSound;"NONE;27632";"substprepsubstsubstsubst;substprepsubstsubstprep";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"pl_sgsgsg;pl_sgsg_";"gengengengengen;genloclocgenacc";"m1_m3fm3;m3_ff_";"substprepsubstsubstsubst;substprepsubstsubstprep";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"pl_sgsgsg;pl_sgsg_";"gengengengengen;genloclocgenacc";"m1_m3fm3;m3_ff_";"NONE;27632";"0;0";"0;0";"undergoer;patient"
"ger;subst";"substprepsubstsubstsubst;substprepsubstsubstprep";"ważyć;głos";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"ważenia;głosów";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"sg;pl";"pl_sgsgsg;pl_sgsg_";"gen;gen";"gengengengengen;genloclocgenacc";"n;m3";"m1_m3fm3;m3_ff_";1;;chunk_np;NONE_R:RadiatingSound;"NONE;27632";NONE_R:RadiatingSound;"NONE;27632";"substprepsubstsubstsubst;substprepsubstsubstprep";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"pl_sgsgsg;pl_sgsg_";"gengengengengen;genloclocgenacc";"m1_m3fm3;m3_ff_";"substprepsubstsubstsubst;substprepsubstsubstprep";"negocjator;od;postulat;zmiana;system;głos;w;rada;UE;w";"negocjatorów;od;postulatu;zmiany;systemu;głosów;w;Radzie;UE;w";"pl_sgsgsg;pl_sgsg_";"gengengengengen;genloclocgenacc";"m1_m3fm3;m3_ff_";"NONE;27632";"0;0";"0;0";"undergoer;patient"
"subst;subst";"adjinterpadjfinadj;substadjinterpppasprep";"pomoc;państwo";"energetyczny;,;który;gwarantować;unijny;państwo;członkowski;,;odciąć;od";"pomoc;państwu";"energetyczną;,;która;gwarantuje;unijną;państwu;członkowskiemu;,;odciętemu;od";"sg;pl";"sg_sgsgsg;plsg_sg_";"acc;dat";"acc_nom_acc;datdat_datgen";"f;m1";"f_f_f;m1m1_m1_";1;;chunk_np;"subsumed:Position;subsumed:Human_subsumed:Nation";"231033;41068";"subsumed:Position;subsumed:Human_subsumed:Nation";"231033;41068";"adjinterpadjfinadj;substadjinterpppasprep";"energetyczny;,;który;gwarantować;unijny;państwo;członkowski;,;odciąć;od";"energetyczną;,;która;gwarantuje;unijną;państwu;członkowskiemu;,;odciętemu;od";"sg_sgsgsg;plsg_sg_";"acc_nom_acc;datdat_datgen";"f_f_f;m1m1_m1_";"adjinterpadjfinadj;substadjinterpppasprep";"energetyczny;,;który;gwarantować;unijny;państwo;członkowski;,;odciąć;od";"energetyczną;,;która;gwarantuje;unijną;państwu;członkowskiemu;,;odciętemu;od";"sg_sgsgsg;plsg_sg_";"acc_nom_acc;datdat_datgen";"f_f_f;m1m1_m1_";"231033;41068";"1;0";"1;0";ficiary
"ppas;subst";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"odciąć;państwo";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"odciętemu;państwu";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sg;pl";"sgsgplsg_;_plplpl_";"dat;dat";"accaccdatdat_;gengengengen_";"m1;m1";"ffm1m1_;_fm3m3_";3;adjinterp;chunk_np;NONE_subsumed:Nation;"51287;41068";NONE_subsumed:Nation;"51287;41068";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sgsgplsg_;_plplpl_";"accaccdatdat_;gengengengen_";"ffm1m1_;_fm3m3_";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sgsgplsg_;_plplpl_";"accaccdatdat_;gengengengen_";"ffm1m1_;_fm3m3_";"51287;41068";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"odciąć;państwo";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"odciętemu;państwu";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sg;pl";"sgsgplsg_;_plplpl_";"dat;dat";"accaccdatdat_;gengengengen_";"m1;m1";"ffm1m1_;_fm3m3_";3;adjinterp;chunk_np;NONE_subsumed:Nation;"51287;41068";NONE_subsumed:Nation;"51287;41068";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sgsgplsg_;_plplpl_";"accaccdatdat_;gengengengen_";"ffm1m1_;_fm3m3_";"adjsubstsubstadjinterp;prepsubstsubstadjinterp";"unijny;pomoc;państwo;członkowski;,;od;dostawa;surowiec;energetyczny;.";"unijną;pomoc;państwu;członkowskiemu;,;od;dostaw;surowców;energetycznych;.";"sgsgplsg_;_plplpl_";"accaccdatdat_;gengengengen_";"ffm1m1_;_fm3m3_";"51287;41068";"0;0";"0;0";"undergoer;patient"
"subst;subst";"substadjinterpppasprep;substadjinterpNONENONE";"dostawa;surowiec";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"dostaw;surowców";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"pl;pl";"plsg_sg_;plpl_";"gen;gen";"datdat_datgen;gengen_";"f;m3";"m1m1_m1_;m3m3_";1;;chunk_np;"subsumed:Transportation;subsumed:Putting_subsumed:Substance";"15844;31040";"subsumed:Transportation;subsumed:Putting_subsumed:Substance";"15844;31040";"substadjinterpppasprep;substadjinterpNONENONE";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"plsg_sg_;plpl_";"datdat_datgen;gengen_";"m1m1_m1_;m3m3_";"substadjinterpppasprep;substadjinterpNONENONE";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"plsg_sg_;plpl_";"datdat_datgen;gengen_";"m1m1_m1_;m3m3_";"15844;31040";"0;0";"0;0";"undergoer;patient"
"subst;subst";"substadjinterpppasprep;substadjinterpNONENONE";"dostawa;surowiec";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"dostaw;surowców";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"pl;pl";"plsg_sg_;plpl_";"gen;gen";"datdat_datgen;gengen_";"f;m3";"m1m1_m1_;m3m3_";1;;chunk_np;"subsumed:Transportation;subsumed:Putting_subsumed:Substance";"15844;31040";"subsumed:Transportation;subsumed:Putting_subsumed:Substance";"15844;31040";"substadjinterpppasprep;substadjinterpNONENONE";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"plsg_sg_;plpl_";"datdat_datgen;gengen_";"m1m1_m1_;m3m3_";"substadjinterpppasprep;substadjinterpNONENONE";"państwo;członkowski;,;odciąć;od;surowiec;energetyczny;.;NONE;NONE";"państwu;członkowskiemu;,;odciętemu;od;surowców;energetycznych;.;NONE;NONE";"plsg_sg_;plpl_";"datdat_datgen;gengen_";"m1m1_m1_;m3m3_";"15844;31040";"0;0";"0;0";"undergoer;patient"
"subst;adj";"prepsubstinterpadjadj;substinterpsubstadjconj";"polityka;wspólny";"z;terroryzm;,;wspólny;europejski;sąsiedztwo;,;współpraca;gospodarczy;oraz";"polityce;wspólnej";"z;terroryzmem;,;wspólnej;europejskiej;sąsiedztwa;,;współpracy;gospodarczej;oraz";"sg;sg";"_sg_sgsg;sg_sgsg_";"loc;loc";"instinst_locloc;gen_gengen_";"f;f";"_m3_ff;n_ff_";2;adj;chunk_np;subsumed:Plan_NONE;"43034;3882";subsumed:Plan_NONE;"43034;3882";"prepsubstinterpadjadj;substinterpsubstadjconj";"z;terroryzm;,;wspólny;europejski;sąsiedztwo;,;współpraca;gospodarczy;oraz";"z;terroryzmem;,;wspólnej;europejskiej;sąsiedztwa;,;współpracy;gospodarczej;oraz";"_sg_sgsg;sg_sgsg_";"instinst_locloc;gen_gengen_";"_m3_ff;n_ff_";"prepsubstinterpadjadj;substinterpsubstadjconj";"z;terroryzm;,;wspólny;europejski;sąsiedztwo;,;współpraca;gospodarczy;oraz";"z;terroryzmem;,;wspólnej;europejskiej;sąsiedztwa;,;współpracy;gospodarczej;oraz";"_sg_sgsg;sg_sgsg_";"instinst_locloc;gen_gengen_";"_m3_ff;n_ff_";"43034;3882";"0;0";"1;0";attribute
"subst;subst";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"projekt;traktat";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"projekt;traktatu";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sg;sg";"sgsg_;sgsgsg_";"acc;gen";"nom__;gengengen_";"m3;m3";"f__;m3m3f_";2;adj;chunk_np;subsumed:Plan_subsumed:Treaty;"2441;6439";subsumed:Plan_subsumed:Treaty;"2441;6439";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sgsg_;sgsgsg_";"nom__;gengengen_";"f__;m3m3f_";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sgsg_;sgsgsg_";"nom__;gengengen_";"f__;m3m3f_";"2441;6439";"0;0";"1;0";"undergoer;patient"
"subst;adj";"substfininfsubstadj;substinterpNONENONENONE";"traktat;nowy";"konferencja;mieć;przygotować;projekt;nowy;UE;.;NONE;NONE;NONE";"traktatu;nowego";"Konferencja;ma;przygotować;projekt;nowego;UE;.;NONE;NONE;NONE";"sg;sg";"sgsg_sgsg;sg_";"gen;gen";"nom__accgen;gen_";"m3;m3";"f__m3m3;f_";1;;chunk_np;subsumed:Treaty_NONE;"6439;420066";subsumed:Treaty_NONE;"6439;420066";"substfininfsubstadj;substinterpNONENONENONE";"konferencja;mieć;przygotować;projekt;nowy;UE;.;NONE;NONE;NONE";"Konferencja;ma;przygotować;projekt;nowego;UE;.;NONE;NONE;NONE";"sgsg_sgsg;sg_";"nom__accgen;gen_";"f__m3m3;f_";"substfininfsubstadj;substinterpNONENONENONE";"konferencja;mieć;przygotować;projekt;nowy;UE;.;NONE;NONE;NONE";"Konferencja;ma;przygotować;projekt;nowego;UE;.;NONE;NONE;NONE";"sgsg_sgsg;sg_";"nom__accgen;gen_";"f__m3m3;f_";"6439;420066";"0;0";"0;0";attribute
"subst;subst";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"projekt;traktat";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"projekt;traktatu";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sg;sg";"sgsg_;sgsgsg_";"acc;gen";"nom__;gengengen_";"m3;m3";"f__;m3m3f_";2;adj;chunk_np;subsumed:Plan_subsumed:Treaty;"2441;6439";subsumed:Plan_subsumed:Treaty;"2441;6439";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sgsg_;sgsgsg_";"nom__;gengengen_";"f__;m3m3f_";"NONENONEsubstfininf;adjsubstsubstinterpNONE";"NONE;NONE;konferencja;mieć;przygotować;nowy;traktat;UE;.;NONE";"NONE;NONE;Konferencja;ma;przygotować;nowego;traktatu;UE;.;NONE";"sgsg_;sgsgsg_";"nom__;gengengen_";"f__;m3m3f_";"2441;6439";"0;0";"1;0";"undergoer;patient"
"ger;subst";"NONENONENONEsubstfin;prepsubstprepsubstsubst";"wpisać;dyskusja";"NONE;NONE;NONE;Polska;chcieć;do;mandat;na;konferencja;dyskusja";"wpisania;dyskusji";"NONE;NONE;NONE;Polska;chce;do;mandatu;na;Konferencję;dyskusji";"sg;sg";"sgsg;_sg_sgsg";"gen;gen";"nom_;gengenaccaccgen";"n;f";"f_;_m3_ff";5;prepsubstprepsubst;chunk_np;"NONE_subsumed:Communication;subsumed:Stating;subsumed:Speaking";"NONE;712";"NONE_subsumed:Communication;subsumed:Stating;subsumed:Speaking";"NONE;712";"NONENONENONEsubstfin;prepsubstprepsubstsubst";"NONE;NONE;NONE;Polska;chcieć;do;mandat;na;konferencja;dyskusja";"NONE;NONE;NONE;Polska;chce;do;mandatu;na;Konferencję;dyskusji";"sgsg;_sg_sgsg";"nom_;gengenaccaccgen";"f_;_m3_ff";"NONENONENONEsubstfin;prepsubstprepsubstsubst";"NONE;NONE;NONE;Polska;chcieć;do;mandat;na;konferencja;dyskusja";"NONE;NONE;NONE;Polska;chce;do;mandatu;na;Konferencję;dyskusji";"sgsg;_sg_sgsg";"nom_;gengenaccaccgen";"f_;_m3_ff";"NONE;712";"0;0";"0;1";undergoer
"subst;subst";"interpadjfinadjsubst;advsubstinterpqubfin";"ludność;liczba";",;który;mieć;podobny;liczba;jak;Polska;,;także;tracić";"ludności;liczbę";",;która;ma;podobną;liczbę;jak;Polska;,;także;traci";"sg;sg";"_sgsgsgsg;_sg__sg";"gen;acc";"_nom_accacc;_nom___";"f;f";"_f_ff;_f___";1;;chunk_np;"subsumed:GroupOfPeople;equivalent:ResidentFn_equivalent:Number";"7742;20685";"subsumed:GroupOfPeople;equivalent:ResidentFn_equivalent:Number";"7742;20685";"interpadjfinadjsubst;advsubstinterpqubfin";",;który;mieć;podobny;liczba;jak;Polska;,;także;tracić";",;która;ma;podobną;liczbę;jak;Polska;,;także;traci";"_sgsgsgsg;_sg__sg";"_nom_accacc;_nom___";"_f_ff;_f___";"interpadjfinadjsubst;advsubstinterpqubfin";",;który;mieć;podobny;liczba;jak;Polska;,;także;tracić";",;która;ma;podobną;liczbę;jak;Polska;,;także;traci";"_sgsgsgsg;_sg__sg";"_nom_accacc;_nom___";"_f_ff;_f___";"7742;20685";"0;0";"0;0";amount
"subst;adj";"substinterpadjfinadj;substadvsubstinterpqub";"liczba;podobny";"Hiszpania;,;który;mieć;podobny;ludność;jak;Polska;,;także";"liczbę;podobną";"Hiszpania;,;która;ma;podobną;ludności;jak;Polska;,;także";"sg;sg";"sg_sgsgsg;sg_sg__";"acc;acc";"nom_nom_acc;gen_nom__";"f;f";"f_f_f;f_f__";1;;chunk_np;equivalent:Number_subsumed:SubjectiveAssessmentAttribute;"20685;9182";equivalent:Number_subsumed:SubjectiveAssessmentAttribute;"20685;9182";"substinterpadjfinadj;substadvsubstinterpqub";"Hiszpania;,;który;mieć;podobny;ludność;jak;Polska;,;także";"Hiszpania;,;która;ma;podobną;ludności;jak;Polska;,;także";"sg_sgsgsg;sg_sg__";"nom_nom_acc;gen_nom__";"f_f_f;f_f__";"substinterpadjfinadj;substadvsubstinterpqub";"Hiszpania;,;który;mieć;podobny;ludność;jak;Polska;,;także";"Hiszpania;,;która;ma;podobną;ludności;jak;Polska;,;także";"sg_sgsgsg;sg_sg__";"nom_nom_acc;gen_nom__";"f_f_f;f_f__";"20685;9182";"0;0";"0;0";attribute
"ger;subst";"substinterpqubfinprep;adjsubstadjsubstadj";"zastąpić;system";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"zastąpieniu;systemu";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg;sg";"sg__sg_;sgsgsgsgsg";"loc;gen";"nom___loc;gengengeninstgen";"n;m3";"f____;m3m3m3m3f";2;adj;chunk_np;"NONE_subsumed:PsychologicalAttribute;subsumed:Procedure";"NONE;103019";"NONE_subsumed:PsychologicalAttribute;subsumed:Procedure";"NONE;103019";"substinterpqubfinprep;adjsubstadjsubstadj";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg__sg_;sgsgsgsgsg";"nom___loc;gengengeninstgen";"f____;m3m3m3m3f";"substinterpqubfinprep;adjsubstadjsubstadj";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg__sg_;sgsgsgsgsg";"nom___loc;gengengeninstgen";"f____;m3m3m3m3f";"NONE;103019";"0;0";"0;0";"undergoer;patient"
"ger;subst";"substinterpqubfinprep;adjsubstadjsubstadj";"zastąpić;system";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"zastąpieniu;systemu";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg;sg";"sg__sg_;sgsgsgsgsg";"loc;gen";"nom___loc;gengengeninstgen";"n;m3";"f____;m3m3m3m3f";2;adj;chunk_np;"NONE_subsumed:PsychologicalAttribute;subsumed:Procedure";"NONE;103019";"NONE_subsumed:PsychologicalAttribute;subsumed:Procedure";"NONE;103019";"substinterpqubfinprep;adjsubstadjsubstadj";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg__sg_;sgsgsgsgsg";"nom___loc;gengengeninstgen";"f____;m3m3m3m3f";"substinterpqubfinprep;adjsubstadjsubstadj";"Polska;,;także;tracić;na;obecny;system;nicejski;system;podwójny";"Polska;,;także;traci;na;obecnego;systemu;nicejskiego;systemem;podwójnej";"sg__sg_;sgsgsgsgsg";"nom___loc;gengengeninstgen";"f____;m3m3m3m3f";"NONE;103019";"0;0";"0;0";"undergoer;patient"
"subst;adj";"qubfinprepgeradj;adjsubstadjsubstinterp";"system;obecny";"także;tracić;na;zastąpić;obecny;nicejski;system;podwójny;większość;.";"systemu;obecnego";"także;traci;na;zastąpieniu;obecnego;nicejskiego;systemem;podwójnej;większości;.";"sg;sg";"_sg_sgsg;sgsgsgsg_";"gen;gen";"__loclocgen;geninstgengen_";"m3;m3";"___nm3;m3m3ff_";1;;chunk_np;"subsumed:PsychologicalAttribute;subsumed:Procedure_subsumed:TimePosition";"103019;203";"subsumed:PsychologicalAttribute;subsumed:Procedure_subsumed:TimePosition";"103019;203";"qubfinprepgeradj;adjsubstadjsubstinterp";"także;tracić;na;zastąpić;obecny;nicejski;system;podwójny;większość;.";"także;traci;na;zastąpieniu;obecnego;nicejskiego;systemem;podwójnej;większości;.";"_sg_sgsg;sgsgsgsg_";"__loclocgen;geninstgengen_";"___nm3;m3m3ff_";"qubfinprepgeradj;adjsubstadjsubstinterp";"także;tracić;na;zastąpić;obecny;nicejski;system;podwójny;większość;.";"także;traci;na;zastąpieniu;obecnego;nicejskiego;systemem;podwójnej;większości;.";"_sg_sgsg;sgsgsgsg_";"__loclocgen;geninstgengen_";"___nm3;m3m3ff_";"103019;203";"0;0";"0;0";attribute
"subst;subst";"NONEprepadjsubstsubst;praetqubconjprepger";"Hiszpan;większość";"NONE;w;2005;rok;większość;opowiedzieć;się;jednak;za;przyjąć";"Hiszpanów;większość";"NONE;W;2005;roku;większość;opowiedziała;się;jednak;za;przyjęciem";"pl;sg";"_sgsgsg;sg___sg";"gen;nom";"locloclocnom;___instinst";"m1;f";"_m3m3f;f___n";1;;chunk_np;"subsumed:Human_subsumed:Attribute;subsumed:Number";"13107;3786";"subsumed:Human_subsumed:Attribute;subsumed:Number";"13107;3786";"NONEprepadjsubstsubst;praetqubconjprepger";"NONE;w;2005;rok;większość;opowiedzieć;się;jednak;za;przyjąć";"NONE;W;2005;roku;większość;opowiedziała;się;jednak;za;przyjęciem";"_sgsgsg;sg___sg";"locloclocnom;___instinst";"_m3m3f;f___n";"NONEprepadjsubstsubst;praetqubconjprepger";"NONE;w;2005;rok;większość;opowiedzieć;się;jednak;za;przyjąć";"NONE;W;2005;roku;większość;opowiedziała;się;jednak;za;przyjęciem";"_sgsgsg;sg___sg";"locloclocnom;___instinst";"_m3m3f;f___n";"13107;3786";"0;0";"0;0";amount
"ger;subst";"substpraetqubconjprep;substinterpNONENONENONE";"przyjąć;traktat";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"przyjęciem;traktatu";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"sg;sg";"plsg___;sg_";"inst;gen";"gen___inst;gen_";"n;m3";"m1f___;m3_";1;;chunk_np;NONE_subsumed:Treaty;"NONE;6439";NONE_subsumed:Treaty;"NONE;6439";"substpraetqubconjprep;substinterpNONENONENONE";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"plsg___;sg_";"gen___inst;gen_";"m1f___;m3_";"substpraetqubconjprep;substinterpNONENONENONE";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"plsg___;sg_";"gen___inst;gen_";"m1f___;m3_";"NONE;6439";"0;0";"0;0";"undergoer;patient"
